ISTAT,Provincia,Comune,N°alimentari,N°non alimentari,N°Misti,N° TOT,Sup. alimentari,Sup.non alimentari,Sup.misti,Sup. TOT,Anno
15024,MI,Binasco,17,71,0,88,1036.00,3692.00,0.00,4728.00,2012
15024,MI,Binasco,23,76,0,99,963.00,3056.00,0.00,4019.00,2013
15024,MI,Binasco,24,74,0,98,998.00,2932.00,0.00,3930.00,2014
15024,MI,Binasco,23,76,0,99,968.00,3032.00,0.00,4000.00,2015
15024,MI,Binasco,24,75,0,99,1014.00,2979.00,0.00,3993.00,2016
15024,MI,Binasco,22,76,0,98,921.00,3033.00,0.00,3954.00,2017
15024,MI,Binasco,22,76,0,98,921.00,3043.00,0.00,3964.00,2018
15024,MI,Binasco,23,77,0,100,953.00,3090.00,0.00,4043.00,2019
15024,MI,Binasco,23,78,0,101,953.00,3165.00,0.00,4118.00,2020
15024,MI,Binasco,25,77,0,102,1050.00,3085.00,0.00,4135.00,2021
15024,MI,Binasco,25,77,0,102,1050.00,3085.00,0.00,4135.00,2022
15024,MI,Binasco,25,78,0,103,1058.00,3128.00,0.00,4186.00,2023
15026,MI,Boffalora sopra Ticino,2,4,0,6,70.00,200.00,0.00,270.00,2005
15026,MI,Boffalora sopra Ticino,2,4,0,6,70.00,200.00,0.00,270.00,2006
15026,MI,Boffalora sopra Ticino,2,4,0,6,70.00,200.00,0.00,270.00,2007
15026,MI,Boffalora sopra Ticino,2,4,0,6,70.00,200.00,0.00,270.00,2008
15026,MI,Boffalora sopra Ticino,2,4,0,6,70.00,200.00,0.00,270.00,2009
15026,MI,Boffalora sopra Ticino,2,4,0,6,70.00,200.00,0.00,270.00,2010
15026,MI,Boffalora sopra Ticino,2,4,0,6,70.00,200.00,0.00,270.00,2011
15026,MI,Boffalora sopra Ticino,2,4,0,6,70.00,200.00,0.00,270.00,2012
15026,MI,Boffalora sopra Ticino,2,4,0,6,70.00,200.00,0.00,270.00,2013
15026,MI,Boffalora sopra Ticino,4,4,0,8,160.00,200.00,0.00,360.00,2014
15026,MI,Boffalora sopra Ticino,4,4,0,8,160.00,200.00,0.00,360.00,2015
15026,MI,Boffalora sopra Ticino,4,4,0,8,160.00,200.00,0.00,360.00,2016
15026,MI,Boffalora sopra Ticino,4,4,0,8,160.00,200.00,0.00,360.00,2017
15026,MI,Boffalora sopra Ticino,4,4,0,8,160.00,200.00,0.00,360.00,2018
15026,MI,Boffalora sopra Ticino,3,5,0,8,120.00,300.00,0.00,420.00,2019
15026,MI,Boffalora sopra Ticino,3,5,0,8,120.00,300.00,0.00,420.00,2020
15026,MI,Boffalora sopra Ticino,3,5,0,8,120.00,300.00,0.00,420.00,2021
15026,MI,Boffalora sopra Ticino,4,5,0,9,150.00,300.00,0.00,450.00,2022
15026,MI,Boffalora sopra Ticino,4,5,0,9,150.00,300.00,0.00,450.00,2023
15027,MI,Bollate,36,221,28,285,1530.00,16449.00,5694.00,23673.00,2005
15027,MI,Bollate,36,227,25,288,1615.00,16506.00,5387.00,23508.00,2006
15027,MI,Bollate,26,223,26,275,1290.00,16975.00,5208.00,23473.00,2007
15027,MI,Bollate,37,206,21,264,1486.00,12689.00,1629.00,15804.00,2008
15027,MI,Bollate,39,198,18,255,1548.00,12421.00,1439.00,15408.00,2009
15027,MI,Bollate,39,204,21,264,1524.00,13013.00,1497.00,16034.00,2010
15027,MI,Bollate,39,206,21,266,1464.00,13084.00,1387.00,15935.00,2011
15027,MI,Bollate,44,208,23,275,1676.00,13250.00,1500.00,16426.00,2012
15027,MI,Bollate,45,199,25,269,1559.00,12277.00,1530.00,15366.00,2013
15027,MI,Bollate,45,197,26,268,1528.00,12119.00,1722.00,15369.00,2014
15027,MI,Bollate,45,196,26,267,1824.00,12120.00,1817.00,15761.00,2015
15027,MI,Bollate,25,192,22,239,1203.00,12230.00,1690.00,15123.00,2016
15027,MI,Bollate,41,200,23,264,1060.00,12714.00,1529.00,15303.00,2017
15027,MI,Bollate,29,171,21,221,1239.00,11665.00,1672.00,14576.00,2018
15027,MI,Bollate,51,199,21,271,1888.00,12590.00,1615.00,16093.00,2019
15027,MI,Bollate,60,212,31,303,2136.00,17236.00,8128.00,27500.00,2020
15027,MI,Bollate,60,209,30,299,2087.00,17196.00,8089.00,27372.00,2021
15027,MI,Bollate,62,207,29,298,2335.00,17243.00,8079.00,27657.00,2022
15027,MI,Bollate,58,213,27,298,2335.00,17243.00,8079.00,27657.00,2023
15032,MI,Bresso,66,160,6,232,1757.00,7604.00,326.00,9687.00,2005
15032,MI,Bresso,63,149,9,221,1769.00,7121.00,654.00,9544.00,2006
15032,MI,Bresso,58,159,9,226,1612.00,7497.00,645.00,9754.00,2007
15032,MI,Bresso,54,156,9,219,1518.00,7179.00,651.00,9348.00,2008
15032,MI,Bresso,52,159,9,220,1525.00,7382.00,651.00,9558.00,2009
15032,MI,Bresso,49,158,8,215,1447.00,7564.00,615.00,9626.00,2010
15032,MI,Bresso,52,160,8,220,1553.00,7802.00,661.00,10016.00,2011
15032,MI,Bresso,52,161,7,220,1680.00,7817.00,521.00,10018.00,2012
15032,MI,Bresso,55,171,8,234,1677.00,8418.00,347.00,10442.00,2013
15032,MI,Bresso,51,164,8,223,1571.00,8198.00,315.00,10084.00,2014
15032,MI,Bresso,51,164,8,223,1571.00,8198.00,315.00,10084.00,2015
15032,MI,Bresso,43,158,11,212,1520.00,9380.00,842.00,11742.00,2016
15032,MI,Bresso,43,165,12,220,1519.00,7057.00,853.00,9429.00,2017
15032,MI,Bresso,49,165,15,229,1792.00,7057.00,1057.00,9906.00,2018
15032,MI,Bresso,49,165,15,229,1792.00,7057.00,1057.00,9906.00,2019
15032,MI,Bresso,49,165,15,229,1792.00,7057.00,1057.00,9906.00,2020
15032,MI,Bresso,49,165,15,229,1792.00,7057.00,1057.00,9906.00,2021
15032,MI,Bresso,49,165,15,229,1792.00,7057.00,1057.00,9906.00,2022
15032,MI,Bresso,49,165,15,229,1792.00,7057.00,1057.00,9906.00,2023
15035,MI,Bubbiano,1,3,3,7,25.00,182.00,70.00,277.00,2005
15035,MI,Bubbiano,1,3,3,7,25.00,182.00,70.00,277.00,2006
15035,MI,Bubbiano,3,2,2,7,110.00,150.00,50.00,310.00,2007
15035,MI,Bubbiano,2,1,3,6,60.00,150.00,80.00,290.00,2008
15035,MI,Bubbiano,1,1,3,5,30.00,150.00,100.00,280.00,2009
15035,MI,Bubbiano,1,1,3,5,30.00,150.00,100.00,280.00,2010
15035,MI,Bubbiano,1,1,3,5,30.00,150.00,100.00,280.00,2011
15035,MI,Bubbiano,1,1,3,5,30.00,150.00,100.00,280.00,2012
15035,MI,Bubbiano,1,1,3,5,30.00,150.00,100.00,280.00,2013
15035,MI,Bubbiano,2,2,3,7,60.00,180.00,100.00,340.00,2014
15035,MI,Bubbiano,1,2,3,6,30.00,180.00,100.00,310.00,2015
15035,MI,Bubbiano,2,2,3,7,65.00,180.00,100.00,345.00,2016
15035,MI,Bubbiano,2,1,3,6,65.00,100.00,100.00,265.00,2017
15035,MI,Bubbiano,3,2,3,8,95.00,140.00,100.00,335.00,2018
15035,MI,Bubbiano,4,3,3,10,120.00,174.00,100.00,394.00,2019
15035,MI,Bubbiano,4,2,3,9,120.00,134.00,100.00,354.00,2020
15035,MI,Bubbiano,4,1,3,8,120.00,102.00,100.00,322.00,2021
15035,MI,Bubbiano,6,1,3,10,194.00,102.00,100.00,396.00,2022
15035,MI,Bubbiano,7,1,3,11,251.00,102.00,100.00,453.00,2023
15036,MI,Buccinasco,25,67,0,92,1182.00,3776.00,0.00,4958.00,2005
15036,MI,Buccinasco,25,67,0,92,1182.00,3776.00,0.00,4958.00,2006
15036,MI,Buccinasco,24,87,0,111,1568.00,8430.00,0.00,9998.00,2007
15036,MI,Buccinasco,24,87,0,111,1568.00,8430.00,0.00,9998.00,2008
15036,MI,Buccinasco,24,87,0,111,1568.00,8430.00,0.00,9998.00,2009
15036,MI,Buccinasco,24,87,0,111,1568.00,8430.00,0.00,9998.00,2010
15036,MI,Buccinasco,24,87,0,111,1568.00,8430.00,0.00,9998.00,2011
15036,MI,Buccinasco,24,87,0,111,1568.00,8430.00,0.00,9998.00,2012
15036,MI,Buccinasco,24,87,0,111,1568.00,8430.00,0.00,9998.00,2013
15036,MI,Buccinasco,20,90,0,110,990.00,7222.00,0.00,8212.00,2014
15036,MI,Buccinasco,24,97,0,121,953.00,6701.00,0.00,7654.00,2015
15036,MI,Buccinasco,20,99,0,119,932.00,6820.00,0.00,7752.00,2016
15036,MI,Buccinasco,20,99,0,119,932.00,6820.00,0.00,7752.00,2017
15036,MI,Buccinasco,10,79,7,96,725.00,5074.00,291.00,6090.00,2018
15036,MI,Buccinasco,10,79,7,96,725.00,5074.00,291.00,6090.00,2019
15036,MI,Buccinasco,10,79,7,96,725.00,5074.00,291.00,6090.00,2020
15036,MI,Buccinasco,10,79,7,96,725.00,5074.00,291.00,6090.00,2021
15036,MI,Buccinasco,9,63,7,79,725.00,5074.00,291.00,6090.00,2022
15036,MI,Buccinasco,9,64,7,80,725.00,5074.00,291.00,6090.00,2023
15038,MI,Buscate,5,18,3,26,139.00,1072.00,210.00,1421.00,2005
15038,MI,Buscate,5,18,3,26,139.00,1072.00,210.00,1421.00,2006
15038,MI,Buscate,5,18,3,26,139.00,1072.00,210.00,1421.00,2007
15038,MI,Buscate,5,18,3,26,139.00,1072.00,210.00,1421.00,2008
15038,MI,Buscate,5,15,1,21,94.00,996.00,98.00,1188.00,2009
15038,MI,Buscate,5,15,2,22,94.00,996.00,183.00,1273.00,2010
15038,MI,Buscate,5,15,1,21,94.00,996.00,96.00,1186.00,2011
15038,MI,Buscate,5,15,1,21,94.00,996.00,96.00,1186.00,2012
15038,MI,Buscate,6,15,1,22,141.00,1041.00,96.00,1278.00,2013
15038,MI,Buscate,6,13,1,20,141.00,1037.00,96.00,1274.00,2014
15038,MI,Buscate,6,13,1,20,141.00,1037.00,96.00,1274.00,2015
15038,MI,Buscate,6,11,1,18,141.00,984.00,96.00,1221.00,2016
15038,MI,Buscate,6,11,1,18,141.00,984.00,96.00,1221.00,2017
15038,MI,Buscate,6,11,1,18,141.00,984.00,96.00,1221.00,2018
15038,MI,Buscate,6,11,1,18,141.00,984.00,96.00,1221.00,2019
15038,MI,Buscate,6,11,1,18,141.00,984.00,96.00,1221.00,2020
15038,MI,Buscate,6,11,1,18,141.00,984.00,96.00,1221.00,2021
15038,MI,Buscate,6,11,1,18,141.00,984.00,96.00,1221.00,2022
15038,MI,Buscate,6,11,1,18,141.00,984.00,96.00,1221.00,2023
15040,MI,Bussero,7,38,2,47,269.00,2628.00,180.00,3077.00,2005
15040,MI,Bussero,7,36,2,45,269.00,1802.00,180.00,2251.00,2006
15040,MI,Bussero,6,33,0,39,232.00,1684.00,0.00,1916.00,2007
15040,MI,Bussero,5,34,0,39,200.00,1634.00,0.00,1834.00,2008
15040,MI,Bussero,5,32,0,37,200.00,1513.00,0.00,1713.00,2009
15040,MI,Bussero,5,33,0,38,200.00,1464.00,0.00,1664.00,2010
15040,MI,Bussero,6,32,0,38,243.00,1431.00,0.00,1674.00,2011
15040,MI,Bussero,6,31,0,37,240.00,1404.00,0.00,1644.00,2012
15040,MI,Bussero,6,31,0,37,240.00,1404.00,0.00,1644.00,2013
15040,MI,Bussero,5,32,0,37,197.00,1438.00,0.00,1635.00,2014
15040,MI,Bussero,5,31,0,36,197.00,1417.00,0.00,1614.00,2015
15040,MI,Bussero,7,31,0,38,342.00,1422.00,0.00,1764.00,2016
15040,MI,Bussero,7,33,0,40,352.00,1619.00,0.00,1971.00,2017
15040,MI,Bussero,7,31,0,38,352.00,1534.00,0.00,1886.00,2018
15040,MI,Bussero,5,32,3,40,197.00,1527.00,175.00,1899.00,2019
15040,MI,Bussero,4,33,3,40,160.00,1394.00,175.00,1728.00,2020
15040,MI,Bussero,10,33,3,46,454.00,1375.00,175.00,2003.00,2021
15040,MI,Bussero,11,32,3,46,499.00,1316.00,175.00,1990.00,2022
15040,MI,Bussero,11,32,3,46,499.00,1316.00,175.00,1990.00,2023
15041,MI,Busto Garolfo,30,87,0,117,1653.00,5056.00,0.00,6709.00,2005
15041,MI,Busto Garolfo,25,87,0,112,1523.00,5022.00,0.00,6545.00,2006
15041,MI,Busto Garolfo,26,80,0,106,1576.00,4780.00,0.00,6356.00,2007
15041,MI,Busto Garolfo,26,87,0,113,1767.00,4529.00,0.00,6296.00,2008
15041,MI,Busto Garolfo,26,86,0,112,1755.00,4578.00,0.00,6333.00,2009
15041,MI,Busto Garolfo,22,81,0,103,1615.00,4310.00,0.00,5925.00,2010
15041,MI,Busto Garolfo,25,86,0,111,1750.00,4500.00,0.00,6250.00,2011
15041,MI,Busto Garolfo,18,82,0,100,1108.00,4164.00,0.00,5272.00,2012
15041,MI,Busto Garolfo,18,79,0,97,972.00,4183.00,0.00,5155.00,2013
15041,MI,Busto Garolfo,17,75,1,93,1028.00,3670.00,25.00,4723.00,2014
15041,MI,Busto Garolfo,16,72,1,89,1033.00,3418.00,25.00,4476.00,2015
15041,MI,Busto Garolfo,19,70,2,91,1026.00,3479.00,30.00,4535.00,2016
15041,MI,Busto Garolfo,19,58,2,79,1011.00,2939.00,55.00,4005.00,2017
15041,MI,Busto Garolfo,17,66,1,84,955.00,3802.00,30.00,4787.00,2018
15041,MI,Busto Garolfo,17,45,1,63,925.00,2769.00,30.00,3724.00,2019
15041,MI,Busto Garolfo,19,44,1,64,801.00,2670.00,30.00,3501.00,2020
15041,MI,Busto Garolfo,19,44,1,64,801.00,2670.00,30.00,3501.00,2021
15041,MI,Busto Garolfo,19,44,1,64,801.00,2670.00,30.00,3501.00,2022
15041,MI,Busto Garolfo,15,44,0,59,588.00,2873.00,0.00,3461.00,2023
15042,MI,Calvignasco,1,1,0,2,40.00,40.00,0.00,80.00,2005
15042,MI,Calvignasco,1,1,0,2,40.00,40.00,0.00,80.00,2006
15042,MI,Calvignasco,1,1,0,2,40.00,40.00,0.00,80.00,2007
15042,MI,Calvignasco,1,1,0,2,40.00,40.00,0.00,80.00,2008
15042,MI,Calvignasco,2,1,0,3,80.00,40.00,0.00,120.00,2009
15042,MI,Calvignasco,2,1,0,3,80.00,40.00,0.00,120.00,2010
15042,MI,Calvignasco,2,1,0,3,80.00,40.00,0.00,120.00,2011
15042,MI,Calvignasco,2,1,0,3,80.00,40.00,0.00,120.00,2012
15042,MI,Calvignasco,2,1,0,3,80.00,40.00,0.00,120.00,2013
15042,MI,Calvignasco,2,1,0,3,80.00,40.00,0.00,120.00,2014
15042,MI,Calvignasco,2,1,0,3,80.00,40.00,0.00,120.00,2015
15042,MI,Calvignasco,2,1,0,3,80.00,40.00,0.00,120.00,2016
15042,MI,Calvignasco,2,1,0,3,90.00,40.00,0.00,130.00,2017
15042,MI,Calvignasco,3,1,0,4,110.00,40.00,0.00,150.00,2018
15042,MI,Calvignasco,3,1,0,4,110.00,40.00,0.00,150.00,2019
15042,MI,Calvignasco,3,1,0,4,110.00,40.00,0.00,150.00,2020
15042,MI,Calvignasco,3,2,0,5,110.00,75.00,0.00,185.00,2021
15042,MI,Calvignasco,4,1,0,5,160.00,45.00,0.00,205.00,2022
15042,MI,Calvignasco,5,0,0,5,203.00,0.00,0.00,203.00,2023
15044,MI,Cambiago,8,18,0,26,453.00,1208.00,0.00,1661.00,2005
15044,MI,Cambiago,8,18,0,26,453.00,1200.00,0.00,1653.00,2006
15044,MI,Cambiago,5,21,3,29,191.00,1347.00,328.00,1866.00,2007
15044,MI,Cambiago,1,20,3,24,36.00,1288.00,328.00,1652.00,2008
15044,MI,Cambiago,1,19,2,22,36.00,1238.00,224.00,1498.00,2009
15044,MI,Cambiago,1,20,2,23,36.00,1330.00,224.00,1590.00,2010
15044,MI,Cambiago,2,24,3,29,65.00,1652.00,249.00,1966.00,2011
15044,MI,Cambiago,2,14,2,18,65.00,1150.00,224.00,1439.00,2012
15044,MI,Cambiago,2,14,2,18,65.00,1150.00,224.00,1439.00,2013
15044,MI,Cambiago,3,12,3,18,261.00,971.00,261.00,1493.00,2014
15044,MI,Cambiago,3,10,3,16,261.00,844.00,261.00,1366.00,2015
15044,MI,Cambiago,4,11,3,18,290.00,1016.00,290.00,1596.00,2016
15044,MI,Cambiago,5,11,3,19,335.00,1016.00,290.00,1641.00,2017
15044,MI,Cambiago,5,11,3,19,335.00,1016.00,290.00,1641.00,2018
15044,MI,Cambiago,5,17,1,23,299.00,1235.00,101.00,1635.00,2019
15044,MI,Cambiago,5,17,1,23,299.00,1235.00,101.00,1635.00,2020
15044,MI,Cambiago,4,18,1,23,289.00,1285.00,118.00,1692.00,2021
15044,MI,Cambiago,7,22,0,29,945.00,1477.00,0.00,2422.00,2022
15044,MI,Cambiago,8,24,0,32,980.00,1509.00,0.00,2489.00,2023
15046,MI,Canegrate,18,55,1,74,564.00,2296.00,36.00,2896.00,2005
15046,MI,Canegrate,17,52,2,71,533.00,2172.00,122.00,2827.00,2006
15046,MI,Canegrate,16,50,2,68,500.00,2090.00,88.00,2678.00,2007
15046,MI,Canegrate,12,47,3,62,475.00,2049.00,168.00,2692.00,2008
15046,MI,Canegrate,14,46,3,63,487.00,2009.00,168.00,2664.00,2009
15046,MI,Canegrate,14,44,2,60,487.00,1880.00,140.00,2507.00,2010
15046,MI,Canegrate,13,45,3,61,440.00,1919.00,155.00,2514.00,2011
15046,MI,Canegrate,12,44,3,59,339.00,1966.00,155.00,2460.00,2012
15046,MI,Canegrate,13,43,4,60,314.00,1786.00,223.00,2323.00,2013
15046,MI,Canegrate,12,44,5,61,313.00,1765.00,342.00,2420.00,2014
15046,MI,Canegrate,11,45,4,60,240.00,1808.00,310.00,2358.00,2015
15046,MI,Canegrate,11,44,3,58,240.00,1701.00,275.00,2216.00,2016
15046,MI,Canegrate,11,44,3,58,240.00,1701.00,275.00,2216.00,2017
15046,MI,Canegrate,12,46,3,61,243.00,1914.00,275.00,2432.00,2018
15046,MI,Canegrate,14,48,3,65,2041.00,651.00,275.00,2967.00,2019
15046,MI,Canegrate,14,48,3,65,2041.00,651.00,275.00,2967.00,2020
15046,MI,Canegrate,14,51,3,68,2041.00,801.00,275.00,3117.00,2021
15046,MI,Canegrate,14,51,3,68,2041.00,801.00,275.00,3117.00,2022
15046,MI,Canegrate,16,51,3,70,2041.00,801.00,275.00,3117.00,2023
15050,MI,Carpiano,6,4,1,11,716.00,231.00,26.00,973.00,2005
15050,MI,Carpiano,6,4,1,11,716.00,231.00,26.00,973.00,2006
15050,MI,Carpiano,6,3,1,10,716.00,180.00,26.00,922.00,2007
15050,MI,Carpiano,6,3,1,10,716.00,180.00,26.00,922.00,2008
15050,MI,Carpiano,6,3,1,10,716.00,180.00,26.00,922.00,2009
15050,MI,Carpiano,4,2,0,6,432.00,74.00,0.00,506.00,2010
15050,MI,Carpiano,4,2,0,6,432.00,74.00,0.00,506.00,2011
15050,MI,Carpiano,4,2,0,6,432.00,74.00,0.00,506.00,2012
15050,MI,Carpiano,4,2,0,6,432.00,74.00,0.00,506.00,2013
15050,MI,Carpiano,3,3,0,6,398.00,79.00,0.00,477.00,2014
15050,MI,Carpiano,3,2,0,5,398.00,34.00,0.00,432.00,2015
15050,MI,Carpiano,3,2,0,5,404.00,34.00,0.00,438.00,2016
15050,MI,Carpiano,4,2,0,6,434.00,34.00,0.00,468.00,2017
15050,MI,Carpiano,4,2,0,6,434.00,34.00,0.00,468.00,2018
15050,MI,Carpiano,4,3,0,7,434.00,95.00,0.00,529.00,2019
15050,MI,Carpiano,4,3,0,7,434.00,95.00,0.00,529.00,2020
15050,MI,Carpiano,4,3,0,7,434.00,95.00,0.00,529.00,2021
15050,MI,Carpiano,4,3,0,7,434.00,95.00,0.00,529.00,2022
15050,MI,Carpiano,4,3,0,7,434.00,95.00,0.00,529.00,2023
15051,MI,Carugate,15,65,6,86,730.00,9901.00,301.00,10932.00,2005
15051,MI,Carugate,14,65,6,85,700.00,9901.00,301.00,10902.00,2006
15051,MI,Carugate,14,67,6,87,700.00,10014.00,301.00,11015.00,2007
15051,MI,Carugate,14,68,7,89,700.00,10039.00,381.00,11120.00,2008
15051,MI,Carugate,16,70,8,94,816.00,10139.00,476.00,11431.00,2009
15051,MI,Carugate,16,71,8,95,816.00,10237.00,476.00,11529.00,2010
15051,MI,Carugate,16,71,9,96,816.00,10237.00,527.00,11580.00,2011
15051,MI,Carugate,16,73,8,97,816.00,10310.00,482.00,11608.00,2012
15051,MI,Carugate,16,75,8,99,816.00,10350.00,482.00,11648.00,2013
15051,MI,Carugate,16,79,8,103,816.00,10598.00,482.00,11896.00,2014
15051,MI,Carugate,17,82,8,107,963.00,10929.00,482.00,12374.00,2015
15051,MI,Carugate,19,81,8,108,967.00,10801.00,482.00,12250.00,2016
15051,MI,Carugate,11,28,4,43,682.00,1894.00,465.00,3041.00,2017
15051,MI,Carugate,10,38,6,54,606.00,1956.00,635.00,3197.00,2018
15051,MI,Carugate,10,38,6,54,606.00,1956.00,635.00,3197.00,2019
15051,MI,Carugate,10,38,6,54,606.00,1956.00,635.00,3197.00,2020
15051,MI,Carugate,10,38,6,54,606.00,1956.00,635.00,3197.00,2021
15051,MI,Carugate,10,38,6,54,606.00,1956.00,635.00,3197.00,2022
15051,MI,Carugate,10,38,6,54,606.00,1956.00,635.00,3197.00,2023
15055,MI,Casarile,2,14,0,16,103.00,839.00,0.00,942.00,2005
15055,MI,Casarile,2,15,0,17,53.00,1190.00,0.00,1243.00,2006
15055,MI,Casarile,2,17,0,19,53.00,1266.00,0.00,1319.00,2007
15055,MI,Casarile,2,17,0,19,53.00,1266.00,0.00,1319.00,2008
15055,MI,Casarile,2,19,0,21,53.00,1386.00,0.00,1439.00,2009
15055,MI,Casarile,3,19,0,22,90.00,1386.00,0.00,1476.00,2010
15055,MI,Casarile,3,20,0,23,90.00,1472.00,0.00,1562.00,2011
15055,MI,Casarile,3,23,0,26,90.00,1616.00,0.00,1706.00,2012
15055,MI,Casarile,3,23,0,26,90.00,1616.00,0.00,1706.00,2013
15055,MI,Casarile,2,16,0,18,53.00,1302.00,0.00,1355.00,2014
15055,MI,Casarile,3,16,0,19,103.00,1080.00,0.00,1183.00,2015
15055,MI,Casarile,5,19,0,24,163.00,1125.00,0.00,1288.00,2016
15055,MI,Casarile,6,18,0,24,185.00,1093.00,0.00,1278.00,2017
15055,MI,Casarile,6,19,0,25,2258.00,1133.00,0.00,3391.00,2018
15055,MI,Casarile,6,22,0,28,2258.00,1256.00,0.00,3514.00,2019
15055,MI,Casarile,6,21,0,27,225.00,1214.00,0.00,1439.00,2020
15055,MI,Casarile,7,19,0,26,267.00,1175.00,0.00,1442.00,2021
15055,MI,Casarile,7,19,0,26,267.00,1175.00,0.00,1442.00,2022
15055,MI,Casarile,7,18,0,25,267.00,1135.00,0.00,1402.00,2023
15058,MI,Casorezzo,11,14,14,39,562.00,1031.00,513.00,2106.00,2005
15058,MI,Casorezzo,11,14,14,39,562.00,1031.00,513.00,2106.00,2006
15058,MI,Casorezzo,11,14,14,39,562.00,1031.00,513.00,2106.00,2007
15058,MI,Casorezzo,9,14,14,37,480.00,1031.00,513.00,2024.00,2008
15058,MI,Casorezzo,9,14,14,37,480.00,1031.00,513.00,2024.00,2009
15058,MI,Casorezzo,9,14,14,37,480.00,1031.00,513.00,2024.00,2010
15058,MI,Casorezzo,8,11,11,30,450.00,110.00,450.00,1010.00,2011
15058,MI,Casorezzo,8,11,11,30,450.00,110.00,450.00,1010.00,2012
15058,MI,Casorezzo,8,13,11,32,450.00,250.00,450.00,1150.00,2013
15058,MI,Casorezzo,6,11,10,27,370.00,200.00,400.00,970.00,2014
15058,MI,Casorezzo,6,11,10,27,370.00,200.00,400.00,970.00,2015
15058,MI,Casorezzo,7,14,2,23,400.00,450.00,350.00,1200.00,2016
15058,MI,Casorezzo,7,14,2,23,400.00,450.00,350.00,1200.00,2017
15058,MI,Casorezzo,7,14,2,23,400.00,450.00,350.00,1200.00,2018
15058,MI,Casorezzo,7,14,2,23,400.00,450.00,350.00,1200.00,2019
15058,MI,Casorezzo,7,14,2,23,400.00,450.00,350.00,1200.00,2020
15058,MI,Casorezzo,7,14,2,23,400.00,450.00,350.00,1200.00,2021
15058,MI,Casorezzo,7,14,2,23,400.00,450.00,350.00,1200.00,2022
15058,MI,Casorezzo,7,14,2,23,400.00,450.00,350.00,1200.00,2023
15059,MI,Cassano d'Adda,50,160,10,220,2717.00,10586.00,610.00,13913.00,2005
15059,MI,Cassano d'Adda,50,160,10,220,2717.00,10586.00,610.00,13913.00,2006
15059,MI,Cassano d'Adda,69,149,8,226,2468.00,10308.00,563.00,13339.00,2007
15059,MI,Cassano d'Adda,46,142,7,195,2405.00,9782.00,517.00,12704.00,2008
15059,MI,Cassano d'Adda,46,142,7,195,2405.00,9782.00,517.00,12704.00,2009
15059,MI,Cassano d'Adda,46,150,12,208,2257.00,10042.00,786.00,13085.00,2010
15059,MI,Cassano d'Adda,46,148,14,208,2282.00,9649.00,814.00,12745.00,2011
15059,MI,Cassano d'Adda,43,146,14,203,2100.00,9353.00,590.00,12043.00,2012
15059,MI,Cassano d'Adda,44,148,10,202,2045.00,9482.00,517.00,12044.00,2013
15059,MI,Cassano d'Adda,48,144,11,203,2356.00,9187.00,494.00,12037.00,2014
15059,MI,Cassano d'Adda,44,137,15,196,2145.00,8403.00,753.00,11301.00,2015
15059,MI,Cassano d'Adda,53,134,16,203,2750.00,8210.00,871.00,11831.00,2016
15059,MI,Cassano d'Adda,49,130,16,195,2490.00,8283.00,966.00,11739.00,2017
15059,MI,Cassano d'Adda,45,113,15,173,2451.00,7044.00,607.00,10102.00,2018
15059,MI,Cassano d'Adda,45,113,16,174,2468.00,7211.00,707.00,10386.00,2019
15059,MI,Cassano d'Adda,47,113,15,175,2495.00,7390.00,675.00,10560.00,2020
15059,MI,Cassano d'Adda,44,115,13,172,2273.00,7304.00,537.00,10114.00,2021
15059,MI,Cassano d'Adda,42,116,16,174,2260.00,7027.00,654.00,9941.00,2022
15059,MI,Cassano d'Adda,42,118,16,176,2260.00,6920.00,666.00,9846.00,2023
15060,MI,Cassina de' Pecchi,10,58,4,72,620.00,3400.00,698.00,4718.00,2005
15060,MI,Cassina de' Pecchi,10,58,4,72,620.00,3400.00,609.00,4629.00,2006
15060,MI,Cassina de' Pecchi,8,47,5,60,430.00,3150.00,984.00,4564.00,2007
15060,MI,Cassina de' Pecchi,8,47,5,60,430.00,3150.00,984.00,4564.00,2008
15060,MI,Cassina de' Pecchi,7,46,4,57,400.00,2955.00,613.00,3968.00,2009
15060,MI,Cassina de' Pecchi,10,66,4,80,550.00,3157.00,463.00,4170.00,2010
15060,MI,Cassina de' Pecchi,10,66,4,80,550.00,3157.00,463.00,4170.00,2011
15060,MI,Cassina de' Pecchi,10,66,4,80,550.00,3350.00,463.00,4363.00,2012
15060,MI,Cassina de' Pecchi,10,66,4,80,550.00,3350.00,463.00,4363.00,2013
15060,MI,Cassina de' Pecchi,8,60,4,72,440.00,3096.00,463.00,3999.00,2014
15060,MI,Cassina de' Pecchi,8,60,4,72,440.00,3096.00,463.00,3999.00,2015
15060,MI,Cassina de' Pecchi,10,63,4,77,475.00,3449.00,463.00,4387.00,2016
15060,MI,Cassina de' Pecchi,12,66,4,82,435.00,3499.00,463.00,4397.00,2017
15060,MI,Cassina de' Pecchi,12,64,4,80,435.00,3399.00,463.00,4297.00,2018
15060,MI,Cassina de' Pecchi,12,64,4,80,435.00,3399.00,463.00,4297.00,2019
15060,MI,Cassina de' Pecchi,12,64,4,80,435.00,3399.00,463.00,4297.00,2020
15060,MI,Cassina de' Pecchi,12,64,4,80,435.00,3399.00,463.00,4297.00,2021
