ISTAT,Provincia,Comune,N°alimentari,N°non alimentari,N°Misti,N° TOT,Sup. alimentari,Sup.non alimentari,Sup.misti,Sup. TOT,Anno
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2005
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2006
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2007
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2008
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2009
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2010
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2011
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2012
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2013
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2014
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2015
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2016
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2017
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2018
12001,VA,Agra,0,0,2,2,0.00,0.00,98.00,98.00,2019
12001,VA,Agra,0,0,3,3,0.00,0.00,138.00,138.00,2020
12001,VA,Agra,0,0,1,1,0.00,0.00,40.00,40.00,2021
12001,VA,Agra,0,0,1,1,0.00,0.00,40.00,40.00,2022
12001,VA,Agra,0,0,1,1,0.00,0.00,40.00,40.00,2023
12002,VA,Albizzate,11,23,0,34,599.00,879.00,0.00,1478.00,2005
12002,VA,Albizzate,11,23,0,34,599.00,879.00,0.00,1478.00,2006
12002,VA,Albizzate,11,23,0,34,599.00,879.00,0.00,1478.00,2007
12002,VA,Albizzate,11,24,0,35,599.00,1009.00,0.00,1608.00,2008
12002,VA,Albizzate,11,23,0,34,599.00,970.00,0.00,1569.00,2009
12002,VA,Albizzate,13,22,0,35,599.00,940.00,0.00,1539.00,2010
12002,VA,Albizzate,12,21,0,33,569.00,920.00,0.00,1489.00,2011
12002,VA,Albizzate,11,20,0,31,544.00,900.00,0.00,1444.00,2012
12002,VA,Albizzate,10,18,0,28,489.00,842.00,0.00,1331.00,2013
12002,VA,Albizzate,10,18,0,28,489.00,842.00,0.00,1331.00,2014
12002,VA,Albizzate,10,18,0,28,489.00,842.00,0.00,1331.00,2015
12002,VA,Albizzate,5,16,0,21,238.00,842.00,0.00,1080.00,2016
12002,VA,Albizzate,5,16,0,21,238.00,842.00,0.00,1080.00,2017
12002,VA,Albizzate,5,16,0,21,238.00,842.00,0.00,1080.00,2018
12002,VA,Albizzate,5,16,0,21,238.00,842.00,0.00,1080.00,2019
12002,VA,Albizzate,5,16,0,21,238.00,842.00,0.00,1080.00,2020
12002,VA,Albizzate,5,16,0,21,238.00,842.00,0.00,1080.00,2021
12002,VA,Albizzate,5,16,0,21,238.00,842.00,0.00,1080.00,2022
12002,VA,Albizzate,5,16,0,21,238.00,842.00,0.00,1080.00,2023
12003,VA,Angera,13,58,8,79,849.00,3193.00,574.00,4616.00,2005
12003,VA,Angera,13,58,8,79,849.00,3193.00,574.00,4616.00,2006
12003,VA,Angera,13,58,8,79,849.00,3193.00,574.00,4616.00,2007
12003,VA,Angera,13,58,8,79,849.00,3193.00,574.00,4616.00,2008
12003,VA,Angera,13,58,8,79,849.00,3193.00,574.00,4616.00,2009
12003,VA,Angera,13,58,8,79,849.00,3193.00,574.00,4616.00,2010
12003,VA,Angera,13,58,8,79,849.00,3193.00,574.00,4616.00,2011
12003,VA,Angera,7,56,3,66,564.00,3559.00,226.00,4349.00,2012
12003,VA,Angera,7,56,3,66,564.00,3559.00,226.00,4349.00,2013
12003,VA,Angera,7,55,3,65,564.00,3475.00,226.00,4265.00,2014
12003,VA,Angera,9,55,3,67,694.00,3429.00,226.00,4349.00,2015
12003,VA,Angera,9,55,3,67,694.00,3429.00,226.00,4349.00,2016
12003,VA,Angera,9,55,3,67,694.00,3429.00,226.00,4349.00,2017
12003,VA,Angera,9,55,3,67,694.00,3429.00,226.00,4349.00,2018
12003,VA,Angera,5,37,4,46,619.00,2681.00,1294.00,4594.00,2019
12003,VA,Angera,5,37,4,46,619.00,2681.00,1294.00,4594.00,2020
12003,VA,Angera,5,33,4,42,619.00,2290.00,1294.00,4203.00,2021
12003,VA,Angera,4,31,2,37,444.00,2618.00,298.00,3360.00,2022
12003,VA,Angera,4,31,2,37,444.00,2618.00,298.00,3360.00,2023
12004,VA,Arcisate,20,52,2,74,1159.00,2780.00,120.00,4059.00,2005
12004,VA,Arcisate,23,54,2,79,1234.00,2830.00,120.00,4184.00,2006
12004,VA,Arcisate,23,54,2,79,1234.00,2830.00,120.00,4184.00,2007
12004,VA,Arcisate,24,68,4,96,1234.00,3840.00,120.00,5194.00,2008
12004,VA,Arcisate,23,64,4,91,902.00,2081.00,139.00,3122.00,2009
12004,VA,Arcisate,22,60,4,86,828.00,2416.00,187.00,3431.00,2010
12004,VA,Arcisate,20,62,4,86,755.00,2403.00,187.00,3345.00,2011
12004,VA,Arcisate,19,62,4,85,705.00,2403.00,187.00,3295.00,2012
12004,VA,Arcisate,20,61,4,85,731.00,2369.00,187.00,3287.00,2013
12004,VA,Arcisate,20,61,4,85,731.00,2369.00,187.00,3287.00,2014
12004,VA,Arcisate,10,56,4,70,365.00,1985.00,187.00,2537.00,2015
12004,VA,Arcisate,8,38,4,50,297.00,1003.00,187.00,1487.00,2016
12004,VA,Arcisate,5,38,0,43,297.00,878.00,0.00,1175.00,2017
12004,VA,Arcisate,5,38,1,44,297.00,878.00,41.00,1216.00,2018
12004,VA,Arcisate,5,39,1,45,297.00,916.00,41.00,1254.00,2019
12004,VA,Arcisate,5,39,1,45,297.00,916.00,41.00,1254.00,2020
12004,VA,Arcisate,5,39,1,45,297.00,916.00,41.00,1254.00,2021
12004,VA,Arcisate,5,39,1,45,297.00,916.00,41.00,1254.00,2022
12004,VA,Arcisate,5,39,1,45,297.00,916.00,41.00,1254.00,2023
12005,VA,Arsago Seprio,7,32,5,44,282.00,2872.00,80.00,3234.00,2005
12005,VA,Arsago Seprio,8,31,3,42,282.00,2976.00,80.00,3338.00,2006
12005,VA,Arsago Seprio,8,28,3,39,282.00,2888.00,80.00,3250.00,2007
12005,VA,Arsago Seprio,9,31,3,43,327.00,2925.00,80.00,3332.00,2008
12005,VA,Arsago Seprio,9,31,3,43,327.00,2925.00,80.00,3332.00,2009
12005,VA,Arsago Seprio,2,19,4,25,89.00,1608.00,154.00,1851.00,2010
12005,VA,Arsago Seprio,2,19,4,25,89.00,1608.00,154.00,1851.00,2011
12005,VA,Arsago Seprio,2,19,4,25,89.00,1608.00,154.00,1851.00,2012
12005,VA,Arsago Seprio,2,19,3,24,89.00,1608.00,122.00,1819.00,2013
12005,VA,Arsago Seprio,2,19,3,24,89.00,1608.00,122.00,1819.00,2014
12005,VA,Arsago Seprio,2,20,3,25,89.00,1655.00,122.00,1866.00,2015
12005,VA,Arsago Seprio,2,22,3,27,89.00,1924.00,122.00,2135.00,2016
12005,VA,Arsago Seprio,2,21,3,26,89.00,1825.00,122.00,2036.00,2017
12005,VA,Arsago Seprio,2,19,3,24,89.00,1633.00,122.00,1844.00,2018
12005,VA,Arsago Seprio,2,19,2,23,89.00,1633.00,70.00,1792.00,2019
12005,VA,Arsago Seprio,2,16,2,20,89.00,1462.00,70.00,1621.00,2020
12005,VA,Arsago Seprio,2,16,2,20,94.00,1663.00,70.00,1827.00,2021
12005,VA,Arsago Seprio,2,16,2,20,94.00,1663.00,70.00,1827.00,2022
12005,VA,Arsago Seprio,2,13,2,17,94.00,1550.00,70.00,1714.00,2023
12006,VA,Azzate,18,52,2,72,573.00,3270.00,160.00,4003.00,2005
12006,VA,Azzate,18,52,2,72,573.00,3270.00,160.00,4003.00,2006
12006,VA,Azzate,16,59,2,77,446.00,3883.00,34.00,4363.00,2007
12006,VA,Azzate,17,60,2,79,568.00,4109.00,34.00,4711.00,2008
12006,VA,Azzate,12,62,3,77,419.00,4556.00,86.00,5061.00,2009
12006,VA,Azzate,11,65,2,78,403.00,4240.00,50.00,4693.00,2010
12006,VA,Azzate,15,58,1,74,438.00,3882.00,82.00,4402.00,2011
12006,VA,Azzate,11,62,2,75,484.00,3856.00,82.00,4422.00,2012
12006,VA,Azzate,8,57,2,67,456.00,3799.00,151.00,4406.00,2013
12006,VA,Azzate,9,59,2,70,270.00,4022.00,92.00,4384.00,2014
12006,VA,Azzate,9,58,2,69,347.00,4018.00,92.00,4457.00,2015
12006,VA,Azzate,13,73,2,88,466.00,4097.00,111.00,4674.00,2016
12006,VA,Azzate,10,48,4,62,320.00,3246.00,172.00,3738.00,2017
12006,VA,Azzate,10,57,3,70,521.00,3582.00,235.00,4338.00,2018
12006,VA,Azzate,15,48,4,67,585.00,3253.00,237.00,4075.00,2019
12006,VA,Azzate,15,45,4,64,585.00,2836.00,237.00,3658.00,2020
12006,VA,Azzate,16,47,4,67,491.00,2689.00,287.00,3467.00,2021
12006,VA,Azzate,16,39,4,59,411.00,2696.00,287.00,3394.00,2022
12006,VA,Azzate,17,41,4,62,410.00,2963.00,287.00,3660.00,2023
12007,VA,Azzio,0,6,1,7,0.00,452.00,30.00,482.00,2005
12007,VA,Azzio,0,6,1,7,0.00,452.00,30.00,482.00,2006
12007,VA,Azzio,0,6,1,7,0.00,452.00,30.00,482.00,2007
12007,VA,Azzio,0,6,1,7,0.00,452.00,30.00,482.00,2008
12007,VA,Azzio,0,6,1,7,0.00,452.00,30.00,482.00,2009
12007,VA,Azzio,0,2,1,3,0.00,30.00,30.00,60.00,2010
12007,VA,Azzio,0,1,1,2,0.00,40.00,30.00,70.00,2011
12007,VA,Azzio,0,1,1,2,0.00,40.00,30.00,70.00,2012
12007,VA,Azzio,0,3,1,4,0.00,175.00,30.00,205.00,2013
12007,VA,Azzio,1,3,0,4,22.00,175.00,0.00,197.00,2014
12007,VA,Azzio,1,2,0,3,22.00,105.00,0.00,127.00,2015
12007,VA,Azzio,1,3,0,4,27.00,115.00,0.00,142.00,2016
12007,VA,Azzio,1,3,0,4,27.00,115.00,0.00,142.00,2017
12007,VA,Azzio,1,3,0,4,27.00,115.00,0.00,142.00,2018
12007,VA,Azzio,1,3,0,4,27.00,115.00,0.00,142.00,2019
12007,VA,Azzio,1,3,0,4,27.00,115.00,0.00,142.00,2020
12007,VA,Azzio,1,3,0,4,27.00,115.00,0.00,142.00,2021
12007,VA,Azzio,1,3,0,4,27.00,115.00,0.00,142.00,2022
12007,VA,Azzio,1,3,0,4,27.00,115.00,0.00,142.00,2023
12008,VA,Barasso,2,5,2,9,160.00,268.00,170.00,598.00,2005
12008,VA,Barasso,2,5,2,9,160.00,268.00,170.00,598.00,2006
12008,VA,Barasso,2,5,2,9,160.00,268.00,170.00,598.00,2007
12008,VA,Barasso,2,5,2,9,160.00,268.00,170.00,598.00,2008
12008,VA,Barasso,2,5,2,9,160.00,268.00,170.00,598.00,2009
12008,VA,Barasso,2,5,2,9,160.00,268.00,170.00,598.00,2010
12008,VA,Barasso,2,5,2,9,160.00,268.00,170.00,598.00,2011
12008,VA,Barasso,1,5,2,8,110.00,268.00,170.00,548.00,2012
12008,VA,Barasso,1,5,2,8,110.00,268.00,170.00,548.00,2013
12008,VA,Barasso,1,5,2,8,110.00,268.00,170.00,548.00,2014
12008,VA,Barasso,1,5,2,8,110.00,268.00,170.00,548.00,2015
12008,VA,Barasso,1,5,2,8,110.00,268.00,170.00,548.00,2016
12008,VA,Barasso,1,4,2,7,110.00,228.00,170.00,508.00,2017
12008,VA,Barasso,1,4,2,7,110.00,228.00,170.00,508.00,2018
12008,VA,Barasso,1,4,2,7,3.00,228.00,170.00,401.00,2019
12008,VA,Barasso,1,4,2,7,3.00,228.00,170.00,401.00,2020
12008,VA,Barasso,1,4,2,7,3.00,228.00,170.00,401.00,2021
12008,VA,Barasso,1,4,1,6,92.00,309.00,132.00,533.00,2022
12008,VA,Barasso,1,5,0,6,92.00,344.00,0.00,436.00,2023
12010,VA,Bedero Valcuvia,1,0,1,2,30.00,0.00,66.00,96.00,2005
12010,VA,Bedero Valcuvia,1,0,1,2,30.00,0.00,66.00,96.00,2006
12010,VA,Bedero Valcuvia,1,0,1,2,30.00,0.00,66.00,96.00,2007
12010,VA,Bedero Valcuvia,1,0,1,2,30.00,0.00,66.00,96.00,2008
12010,VA,Bedero Valcuvia,1,0,1,2,30.00,0.00,66.00,96.00,2009
12010,VA,Bedero Valcuvia,1,0,1,2,30.00,0.00,66.00,96.00,2010
12010,VA,Bedero Valcuvia,1,0,1,2,30.00,0.00,66.00,96.00,2011
12010,VA,Bedero Valcuvia,0,0,1,1,0.00,0.00,66.00,66.00,2012
12010,VA,Bedero Valcuvia,0,0,1,1,0.00,0.00,66.00,66.00,2013
12010,VA,Bedero Valcuvia,0,0,1,1,0.00,0.00,66.00,66.00,2014
12010,VA,Bedero Valcuvia,0,0,1,1,0.00,0.00,66.00,66.00,2015
12010,VA,Bedero Valcuvia,0,0,0,0,0.00,0.00,0.00,0.00,2016
12010,VA,Bedero Valcuvia,0,0,0,0,0.00,0.00,0.00,0.00,2017
12010,VA,Bedero Valcuvia,0,0,0,0,0.00,0.00,0.00,0.00,2018
12010,VA,Bedero Valcuvia,0,0,0,0,0.00,0.00,0.00,0.00,2019
12010,VA,Bedero Valcuvia,0,0,0,0,0.00,0.00,0.00,0.00,2020
12010,VA,Bedero Valcuvia,0,0,0,0,0.00,0.00,0.00,0.00,2021
12010,VA,Bedero Valcuvia,0,0,0,0,0.00,0.00,0.00,0.00,2022
12010,VA,Bedero Valcuvia,0,0,0,0,0.00,0.00,0.00,0.00,2023
12011,VA,Besano,3,3,2,8,123.00,71.00,144.00,338.00,2005
12011,VA,Besano,3,3,1,7,123.00,71.00,67.00,261.00,2006
12011,VA,Besano,3,5,1,9,123.00,107.00,67.00,297.00,2007
12011,VA,Besano,1,6,3,10,20.00,97.00,170.00,287.00,2008
12011,VA,Besano,1,6,3,10,20.00,97.00,170.00,287.00,2009
12011,VA,Besano,4,0,2,6,165.00,0.00,27.00,192.00,2010
12011,VA,Besano,3,0,2,5,120.00,0.00,27.00,147.00,2011
12011,VA,Besano,2,0,1,3,100.00,0.00,12.00,112.00,2012
12011,VA,Besano,2,0,1,3,100.00,0.00,12.00,112.00,2013
12011,VA,Besano,1,2,1,4,80.00,6.00,7.00,93.00,2014
12011,VA,Besano,1,1,1,3,60.00,6.00,7.00,73.00,2015
12011,VA,Besano,1,2,1,4,60.00,7.00,1.00,68.00,2016
12011,VA,Besano,1,2,1,4,60.00,7.00,1.00,68.00,2017
12011,VA,Besano,1,1,0,2,60.00,7.00,0.00,67.00,2018
12011,VA,Besano,1,1,0,2,60.00,7.00,0.00,67.00,2019
12011,VA,Besano,1,1,0,2,60.00,7.00,0.00,67.00,2020
12011,VA,Besano,1,1,0,2,60.00,7.00,0.00,67.00,2021
12011,VA,Besano,1,1,0,2,60.00,7.00,0.00,67.00,2022
12011,VA,Besano,1,1,0,2,60.00,7.00,0.00,67.00,2023
12012,VA,Besnate,10,40,0,50,499.00,2259.00,0.00,2758.00,2005
12012,VA,Besnate,10,39,0,49,499.00,2153.00,0.00,2652.00,2006
12012,VA,Besnate,9,38,0,47,418.00,2119.00,0.00,2537.00,2007
12012,VA,Besnate,9,38,0,47,418.00,2118.00,0.00,2536.00,2008
12012,VA,Besnate,9,39,0,48,418.00,2200.00,0.00,2618.00,2009
12012,VA,Besnate,9,39,0,48,418.00,2200.00,0.00,2618.00,2010
12012,VA,Besnate,8,42,0,50,338.00,2299.00,0.00,2637.00,2011
12012,VA,Besnate,8,41,0,49,364.00,2196.00,0.00,2560.00,2012
12012,VA,Besnate,7,40,0,47,320.00,2181.00,0.00,2501.00,2013
12012,VA,Besnate,7,38,0,45,320.00,2001.00,0.00,2321.00,2014
12012,VA,Besnate,7,36,0,43,320.00,1900.00,0.00,2220.00,2015
12012,VA,Besnate,8,35,0,43,344.00,1836.00,0.00,2180.00,2016
12012,VA,Besnate,8,37,0,45,344.00,1954.00,0.00,2298.00,2017
12012,VA,Besnate,7,38,0,45,272.00,2298.00,0.00,2570.00,2018
12012,VA,Besnate,7,36,0,43,272.00,2123.00,0.00,2395.00,2019
12012,VA,Besnate,6,35,0,41,151.00,2096.00,0.00,2247.00,2020
12012,VA,Besnate,6,34,0,40,151.00,1947.00,0.00,2098.00,2021
12012,VA,Besnate,7,34,0,41,348.00,1947.00,0.00,2295.00,2022
12012,VA,Besnate,6,32,0,38,343.00,1557.00,0.00,1900.00,2023
12013,VA,Besozzo,15,91,2,108,586.00,5956.00,152.00,6694.00,2005
12013,VA,Besozzo,14,90,2,106,570.00,5862.00,152.00,6584.00,2006
12013,VA,Besozzo,14,88,2,104,570.00,5744.00,152.00,6466.00,2007
12013,VA,Besozzo,14,89,2,105,570.00,5894.00,152.00,6616.00,2008
12013,VA,Besozzo,14,88,2,104,570.00,5855.00,152.00,6577.00,2009
12013,VA,Besozzo,14,85,0,99,570.00,5375.00,0.00,5945.00,2010
12013,VA,Besozzo,14,87,0,101,570.00,5594.00,0.00,6164.00,2011
12013,VA,Besozzo,13,84,0,97,575.00,5534.00,0.00,6109.00,2012
12013,VA,Besozzo,13,88,0,101,575.00,5825.00,0.00,6400.00,2013
12013,VA,Besozzo,11,85,0,96,451.00,5703.00,0.00,6154.00,2014
12013,VA,Besozzo,10,76,0,86,370.00,5127.00,0.00,5497.00,2015
12013,VA,Besozzo,10,75,0,85,419.00,4858.00,0.00,5277.00,2016
12013,VA,Besozzo,9,60,0,69,389.00,4263.00,0.00,4652.00,2017
12013,VA,Besozzo,10,61,0,71,419.00,4310.00,0.00,4729.00,2018
12013,VA,Besozzo,9,63,0,72,387.00,4416.00,0.00,4803.00,2019
12013,VA,Besozzo,6,65,0,71,538.00,4380.00,0.00,4918.00,2020
12013,VA,Besozzo,6,59,0,65,538.00,3849.00,0.00,4387.00,2021
12013,VA,Besozzo,6,60,0,66,538.00,3326.00,0.00,3864.00,2022
12013,VA,Besozzo,7,61,0,68,450.00,4536.00,0.00,4986.00,2023
12014,VA,Biandronno,1,19,0,20,17.00,1323.00,0.00,1340.00,2005
12014,VA,Biandronno,1,19,0,20,17.00,1323.00,0.00,1340.00,2006
12014,VA,Biandronno,1,21,0,22,17.00,1418.00,0.00,1435.00,2007
12014,VA,Biandronno,1,21,0,22,17.00,1418.00,0.00,1435.00,2008
12014,VA,Biandronno,1,21,0,22,17.00,1418.00,0.00,1435.00,2009
12014,VA,Biandronno,1,21,0,22,17.00,1418.00,0.00,1435.00,2010
12014,VA,Biandronno,1,21,0,22,17.00,1418.00,0.00,1435.00,2011
12014,VA,Biandronno,1,19,0,20,17.00,1358.00,0.00,1375.00,2012
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2013
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2014
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2015
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2016
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2017
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2018
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2019
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2020
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2021
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2022
12014,VA,Biandronno,1,4,0,5,17.00,350.00,0.00,367.00,2023
12015,VA,Bisuschio,3,30,1,34,197.00,2896.00,55.00,3148.00,2005
12015,VA,Bisuschio,3,30,0,33,197.00,2896.00,0.00,3093.00,2006
12015,VA,Bisuschio,3,30,0,33,197.00,2896.00,0.00,3093.00,2007
12015,VA,Bisuschio,3,27,0,30,197.00,2711.00,0.00,2908.00,2008
12015,VA,Bisuschio,3,26,0,29,197.00,2597.00,0.00,2794.00,2009
12015,VA,Bisuschio,3,24,0,27,197.00,2311.00,0.00,2508.00,2010
12015,VA,Bisuschio,3,24,0,27,197.00,2311.00,0.00,2508.00,2011
12015,VA,Bisuschio,3,23,0,26,197.00,2295.00,0.00,2492.00,2012
12015,VA,Bisuschio,3,23,0,26,197.00,2295.00,0.00,2492.00,2013
12015,VA,Bisuschio,3,23,0,26,197.00,2295.00,0.00,2492.00,2014
12015,VA,Bisuschio,3,22,0,25,197.00,2037.00,0.00,2234.00,2015
12015,VA,Bisuschio,3,21,0,24,197.00,1997.00,0.00,2194.00,2016
12015,VA,Bisuschio,3,21,0,24,197.00,1997.00,0.00,2194.00,2017
12015,VA,Bisuschio,3,21,0,24,197.00,1997.00,0.00,2194.00,2018
12015,VA,Bisuschio,3,21,0,24,197.00,1997.00,0.00,2194.00,2019
12015,VA,Bisuschio,3,21,0,24,197.00,1997.00,0.00,2194.00,2020
12015,VA,Bisuschio,3,21,0,24,197.00,1997.00,0.00,2194.00,2021
12015,VA,Bisuschio,3,21,0,24,197.00,1997.00,0.00,2194.00,2022
12015,VA,Bisuschio,3,21,0,24,197.00,1997.00,0.00,2194.00,2023
12016,VA,Bodio Lomnago,3,5,3,11,156.00,363.00,90.00,609.00,2005
12016,VA,Bodio Lomnago,3,5,3,11,156.00,363.00,90.00,609.00,2006
12016,VA,Bodio Lomnago,2,7,3,12,148.00,407.00,90.00,645.00,2007
12016,VA,Bodio Lomnago,2,7,3,12,148.00,407.00,90.00,645.00,2008
12016,VA,Bodio Lomnago,3,7,3,13,178.00,407.00,90.00,675.00,2009
12016,VA,Bodio Lomnago,3,7,3,13,178.00,407.00,90.00,675.00,2010
12016,VA,Bodio Lomnago,2,9,3,14,72.00,536.00,90.00,698.00,2011
12016,VA,Bodio Lomnago,2,10,3,15,72.00,583.00,90.00,745.00,2012
12016,VA,Bodio Lomnago,2,11,3,16,72.00,733.00,90.00,895.00,2013
12016,VA,Bodio Lomnago,2,10,3,15,72.00,583.00,90.00,745.00,2014
12016,VA,Bodio Lomnago,2,10,3,15,72.00,583.00,90.00,745.00,2015
12016,VA,Bodio Lomnago,2,10,3,15,72.00,583.00,90.00,745.00,2016
12016,VA,Bodio Lomnago,2,10,3,15,72.00,583.00,90.00,745.00,2017
12016,VA,Bodio Lomnago,2,10,3,15,72.00,583.00,90.00,745.00,2018
12016,VA,Bodio Lomnago,2,10,3,15,72.00,583.00,90.00,745.00,2019
12016,VA,Bodio Lomnago,2,10,3,15,72.00,583.00,90.00,745.00,2020
12016,VA,Bodio Lomnago,2,10,3,15,72.00,583.00,90.00,745.00,2021
12016,VA,Bodio Lomnago,2,9,1,12,82.00,705.00,34.00,821.00,2022
12016,VA,Bodio Lomnago,2,9,1,12,82.00,705.00,34.00,821.00,2023
12017,VA,Brebbia,5,30,1,36,192.00,1842.00,68.00,2102.00,2005
12017,VA,Brebbia,6,30,1,37,207.00,1851.00,68.00,2126.00,2006
12017,VA,Brebbia,6,30,1,37,207.00,1851.00,68.00,2126.00,2007
12017,VA,Brebbia,6,30,0,36,234.00,2207.00,0.00,2441.00,2008
12017,VA,Brebbia,5,30,0,35,192.00,2206.00,0.00,2398.00,2009
12017,VA,Brebbia,5,28,0,33,209.00,2009.00,0.00,2218.00,2010
12017,VA,Brebbia,6,30,0,36,244.00,2101.00,0.00,2345.00,2011
12017,VA,Brebbia,6,30,0,36,166.00,2078.00,0.00,2244.00,2012
12017,VA,Brebbia,6,25,0,31,125.00,1675.00,0.00,1800.00,2013
12017,VA,Brebbia,7,24,0,31,165.00,1503.00,0.00,1668.00,2014
12017,VA,Brebbia,6,18,0,24,241.00,1258.00,0.00,1499.00,2015
12017,VA,Brebbia,6,19,0,25,241.00,1380.00,0.00,1621.00,2016
12017,VA,Brebbia,4,18,0,22,83.00,1209.00,0.00,1292.00,2017
12017,VA,Brebbia,2,15,0,17,51.00,1172.00,0.00,1223.00,2018
12017,VA,Brebbia,2,14,0,16,51.00,1082.00,0.00,1133.00,2019
12017,VA,Brebbia,2,13,0,15,51.00,1042.00,0.00,1093.00,2020
12017,VA,Brebbia,2,13,0,15,51.00,1042.00,0.00,1093.00,2021
12017,VA,Brebbia,2,13,0,15,51.00,1042.00,0.00,1093.00,2022
12017,VA,Brebbia,2,13,0,15,51.00,1042.00,0.00,1093.00,2023
12019,VA,Brenta,3,3,0,6,80.00,191.00,0.00,271.00,2005
12019,VA,Brenta,3,3,0,6,80.00,191.00,0.00,271.00,2006
12019,VA,Brenta,3,3,0,6,80.00,191.00,0.00,271.00,2007
12019,VA,Brenta,3,3,0,6,80.00,191.00,0.00,271.00,2008
12019,VA,Brenta,3,3,0,6,80.00,191.00,0.00,271.00,2009
12019,VA,Brenta,3,4,0,7,80.00,450.00,0.00,530.00,2010
12019,VA,Brenta,3,4,1,8,195.00,382.00,87.00,664.00,2011
12019,VA,Brenta,3,4,1,8,195.00,382.00,87.00,664.00,2012
12019,VA,Brenta,1,2,1,4,60.00,120.00,60.00,240.00,2013
12019,VA,Brenta,1,3,1,5,60.00,122.00,60.00,242.00,2014
12019,VA,Brenta,1,5,1,7,60.00,207.00,60.00,327.00,2015
12019,VA,Brenta,1,6,1,8,60.00,227.00,60.00,347.00,2016
12019,VA,Brenta,1,6,1,8,60.00,227.00,60.00,347.00,2017
12019,VA,Brenta,0,3,1,4,0.00,120.00,60.00,180.00,2018
12019,VA,Brenta,0,3,1,4,0.00,120.00,60.00,180.00,2019
12019,VA,Brenta,0,3,1,4,0.00,120.00,60.00,180.00,2020
12019,VA,Brenta,0,3,1,4,0.00,120.00,60.00,180.00,2021
12019,VA,Brenta,0,3,1,4,0.00,120.00,60.00,180.00,2022
12019,VA,Brenta,0,3,1,4,0.00,120.00,60.00,180.00,2023
12020,VA,Brezzo di Bedero,2,1,0,3,127.00,100.00,0.00,227.00,2005
12020,VA,Brezzo di Bedero,2,1,0,3,127.00,100.00,0.00,227.00,2006
12020,VA,Brezzo di Bedero,2,1,0,3,127.00,100.00,0.00,227.00,2007
12020,VA,Brezzo di Bedero,2,1,0,3,127.00,100.00,0.00,227.00,2008
12020,VA,Brezzo di Bedero,2,1,0,3,127.00,100.00,0.00,227.00,2009
12020,VA,Brezzo di Bedero,2,1,0,3,127.00,100.00,0.00,227.00,2010
12020,VA,Brezzo di Bedero,2,1,0,3,127.00,100.00,0.00,227.00,2011
12020,VA,Brezzo di Bedero,1,0,0,1,47.00,0.00,0.00,47.00,2012
12020,VA,Brezzo di Bedero,1,0,0,1,47.00,0.00,0.00,47.00,2013
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2014
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2015
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2016
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2017
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2018
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2019
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2020
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2021
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2022
12020,VA,Brezzo di Bedero,2,0,1,3,82.00,13.00,0.00,95.00,2023
12021,VA,Brinzio,0,0,2,2,0.00,0.00,177.00,177.00,2005
12021,VA,Brinzio,0,0,2,2,0.00,0.00,177.00,177.00,2006
